"CODIGOINE","SUPERFICIE","ALTITUD","LONGITUD_ETRS89","LATITUD_ETRS89","EDAD_MEDIA","de0.18","de19.67","masde68","de0.12","HOMBRES","MUJERES"
"01001",1994.5872,568,-2.51243731,42.83981158,38.13594233,756,1895,262,527,1512,1401
"01002",9635.289,219,-3.00007326,43.05427776,44.96113109,1740,6689,1862,1275,5101,5190
"01003",7327.4027,333,-2.56540037,43.05119653,45.08823529,290,929,277,187,791,705
"01004",2728.73,210,-3.12791718,43.12084358,42.7211591,375,1187,267,264,914,915
"01006",1294.4326,467,-2.87183475,42.72326199,42.11715481,47,165,27,37,128,111
"01008",5740.9889,528,-2.63878816,42.89116171,44.89241803,175,659,142,105,528,448
"01009",6533.64,602,-2.31670754,42.88968768,44.86768293,290,1076,274,192,823,817
"01010",14074.15,306,-3.04306746,43.07768283,41.96699225,645,1890,434,468,1508,1461
"01011",945.9752,421,-2.67863583,42.52925602,49.28104575,38,197,71,15,167,139
"01013",9742.34,575,-2.49407452,42.91537538,45.79287305,165,581,152,96,502,396
"01014",3573.0031,471,-2.85971414,42.68227191,48.18510158,66,259,118,46,236,207
"01016",13044.2902,710,-2.49825439,42.62676989,50.01984127,66,311,127,49,299,205
"01017",8536.0875,578,-2.35207693,42.66971209,48.00572519,156,658,234,107,556,492
"01018",10206.9376,585,-2.73033002,42.96210609,44.79275198,323,1181,262,221,960,806
"01019",1251.599,691,-2.51621636,42.59082439,47.875,31,111,42,17,98,86
"01020",8403.4771,594,-2.88438243,42.87006411,50.72311828,45,243,84,35,216,156
"01021",3209.3031,547,-2.54601815,42.84940575,42.7199341,113,434,60,69,319,288
"01022",1632.3129,451,-2.61723872,42.51420738,45.46019417,184,635,211,127,514,516
"01023",1750.2228,581,-2.54441267,42.56842577,46.7592068,58,215,80,32,173,180
"01027",4712.8628,634,-2.47396549,42.83108571,45.65471698,83,368,79,48,289,241
"01028",3816.9756,554,-2.79288705,42.59076105,43.27647868,292,916,246,203,762,692
"01030",4562.02,751,-2.58423377,42.62621464,55.84939759,11,101,54,10,92,74
"01031",8108.514,630,-2.58411693,42.55236655,46.14179104,227,967,280,156,763,711
"01032",2419.6239,542,-2.51278162,42.5624416,46.16196137,116,405,152,85,345,328
"01033",598.7767,431,-2.57209001,42.49441468,45.54365541,148,549,162,98,448,411
"01034",992.2543,569,-2.63459428,42.56469687,49.07881773,34,117,52,25,100,103
"01036",3756,123,-2.96256495,43.1425188,47.2546738,2690,11409,4034,1788,8965,9168
"01037",12310.7942,658,-2.44663872,42.74000217,47.17793103,119,442,164,94,404,321
"01039",867.1106,461,-2.40841718,42.52479167,50.7,19,155,56,13,115,115
"01041",891.6398,535,-2.62479544,42.5450594,45.65929204,28,159,39,19,132,94
"01042",2979.23,135,-3.0190268229,43.1615512963,42.74718615,219,761,175,166,600,555
"01043",4517.7474,433,-2.43775585,42.50626162,40.23666866,808,2065,465,564,1693,1645
"01044",6217.54,752,-2.71402821,42.64417512,49.62878788,28,181,55,17,156,108
"01046",11978.2131,545,-2.91080642,42.80074682,45.50815217,132,485,119,93,420,316
"01047",2536.0438,483,-2.91704002,42.71339792,40.63709091,317,902,156,212,748,627
"01049",2192.3285,574,-2.98601634,42.8012318,51.83333333,11,106,39,10,89,67
"01051",3776.9884,605,-2.38874391,42.85002265,41.33850746,1066,3284,675,783,2502,2523
"01052",1063.761,571,-2.67904862,42.56735197,50.64086687,41,194,88,23,163,160
"01053",8540.58,600,-2.37748902,42.87382571,48.45275035,110,450,149,75,394,315
"01054",6084.8426,633,-2.90661046,42.95304046,41.09924812,286,891,153,209,699,631
"01055",23827.336,552,-3.09884417,42.84756896,51.53714859,112,626,258,73,557,439
"01056",3912.1857,812,-2.33104687,42.75289194,59.05603448,14,130,88,10,132,100
"01057",847.9289,483,-2.66452938,42.54857804,49.85666667,31,193,76,21,152,148
"01058",4585.3184,570,-2.64255929,42.9798744,43.04444444,329,1209,262,246,960,840
"01059",27681.2008,539,-2.67275685,42.85058789,44.25998882,43237,159207,44532,29941,120500,126476
"01060",1880.2483,694,-2.4700849,42.56923117,47.15925926,45,171,54,25,139,131
"01061",1187.86,612,-2.34650825,42.88580971,45.34210526,34,131,25,20,106,84
"01062",3950.6249,458,-2.87806502,42.66112968,47.51697128,56,253,74,41,208,175
"01063",12248.6671,617,-2.81862854,42.95597763,44.09067358,461,1507,348,261,1191,1125
"01901",5325.0072,502,-2.8147543,42.81819126,39.69209559,750,2175,339,519,1683,1581
"01902",6748.9609,482,-2.96649719,42.71657557,48.67630701,119,595,185,74,502,397
"02001",3076.9225,634,-1.54384487,39.2100078,51.79946524,54,492,202,30,359,389
"02002",6385.5135,858,-1.36097604,39.09494843,52.59459459,66,303,186,43,309,246
"02003",112702.38,681,-1.85574745,38.99588053,41.58705791,33063,115620,24133,22022,84507,88309
"02004",3052.2595,582,-1.52275248,38.5708754,51.86532951,76,414,208,46,362,336
"02005",7205.1825,706,-1.39670449,39.27835442,50,80,433,184,49,357,340
"02006",9958.7,925,-1.9802275,38.6489758,50.32024169,90,373,199,53,361,301
"02007",14682.4446,547,-1.42932697,39.1932018,51.51331115,119,733,350,82,642,560
"02008",37053.3125,953,-2.49034957,38.66425104,47.13719943,215,879,320,145,721,693
"02009",53191.1048,687,-1.09414681,38.86968811,43.52511601,4251,16364,3951,2804,12226,12340
"02010",17847.2745,852,-1.23080245,38.95969094,45.369869,388,1393,509,240,1189,1101
"02011",14658.96,696,-2.07053831,38.55217746,58.31696429,35,357,280,24,360,312
"02012",6515.3733,771,-2.15096732,38.88396156,42.4506383,417,1521,412,252,1205,1145
"02013",7634.9273,751,-1.19650012,39.26461253,58.13970588,11,65,60,6,80,56
"02014",13869.3693,1027,-2.45508633,38.84252196,49.07004831,50,264,100,37,213,201
"02015",18983.33,733,-2.20045637,39.0456106,43.06036325,335,1216,321,203,950,922
"02016",9073.437,898,-2.61184243,38.51602097,49.65528455,57,414,144,33,322,293
"02017",16601.4619,844,-2.21253636,38.58025427,56.52973568,76,461,371,56,478,430
"02018",12505.526,886,-1.34830324,38.86950589,45.96464189,158,726,219,104,562,541
"02019",50266,1062,-2.54023691,38.95012362,46.79978962,402,1808,642,206,1464,1388
"02020",7536.3731,911,-1.30876708,39.10231176,54.63147793,60,258,203,35,286,235
"02021",8898.2779,704,-1.55799035,39.10160749,45.28659954,203,813,275,141,679,612
"02022",11231.6773,942,-2.23922378,38.7705758,57.62569832,18,212,128,5,203,155
"02023",12509.4606,707,-1.33454992,39.25946122,54.02070064,57,362,209,26,328,300
"02024",10321.9713,708,-1.47129143,39.28701686,44.2459412,774,2954,830,510,2323,2235
"02025",14160.7632,554,-0.9886912,38.70573009,42.77272727,1887,6475,1648,1253,5091,4919
"02026",6326.0153,706,-1.66113349,39.30332101,44.2852349,210,738,244,140,603,589
"02027",9475.5686,870,-1.4608525,38.83500072,51.59356725,38,199,105,24,184,158
"02028",1446.9288,947,-2.50574545,38.43135915,57.79230769,6,81,43,3,66,64
"02029",67927.33,907,-1.72602643,38.9210968,42.25112746,746,2849,618,525,2193,2020
"02030",23949.4125,630,-2.04781376,38.44790893,45.24113475,578,2361,727,389,1840,1826
"02031",12614.1544,682,-2.00953934,38.35567013,49.85840708,97,389,192,57,338,340
"02032",2395.6454,693,-2.06725219,39.24466001,53.15974441,23,188,102,14,174,139
"02033",13339.011,820,-1.43170411,38.69314229,44.30896879,450,1581,500,282,1331,1200
"02034",10829.379,670,-1.54879364,39.26773579,45.24525231,291,1171,381,190,925,918
"02035",13676.75,691,-1.99784496,39.11387916,42.40740741,427,1669,361,315,1258,1199
"02036",2817.6676,740,-1.63626863,39.23996013,56.8,8,68,34,5,59,51
"02037",78118.8703,570,-1.70344921,38.51218953,41.91091307,5769,19819,4596,3626,15061,15123
"02038",6342.58,714,-2.12637236,38.9621774,49.91788856,26,230,85,20,177,164
"02039",20545.4904,1041,-1.44535609,38.96455026,47.55602007,184,718,294,115,619,577
"02040",11457.4972,929,-1.55687053,38.95787352,49.24416796,81,389,173,48,344,299
"02041",6797.0751,624,-1.52061391,39.17457441,55.48941799,35,202,141,22,205,173
"02042",26356.0627,735,-2.10096881,38.36632081,50.77848101,110,588,250,54,461,487
"02043",36090.3503,913,-2.35387427,38.94878996,49.92917847,152,879,381,82,729,683
"02044",31178.91,641,-1.95479319,38.54083745,51.23790323,139,741,360,79,646,594
"02045",7334.55,688,-1.7997012,39.23680339,44.6832365,782,2926,939,545,2391,2256
"02046",10814.91,663,-1.72481837,39.21303088,45.21544118,217,863,280,151,698,662
"02047",10387.0257,1108,-2.31511768,38.71877813,61.71304348,4,62,49,3,63,52
"02048",6983.1234,723,-2.31961973,39.27118701,48.90962289,189,959,390,125,809,729
"02049",14358.8298,851,-2.23898151,38.46778179,56.22943221,64,472,327,40,442,421
"02050",2477.9315,709,-2.02769341,39.16721439,56.57843137,6,63,33,6,56,46
"02051",17779.3485,810,-1.32487672,38.78717469,47.104035,304,1277,476,183,1043,1014
"02052",2382.44,676,-1.79025762,39.17948885,49.22040073,70,340,139,42,293,256
"02053",22942.7623,929,-2.4830388,39.03954575,46.29003359,560,2222,790,332,1817,1755
"02054",4225.9722,708,-1.7189485,39.28099513,46.73422562,62,337,124,41,270,253
"02055",43578.1242,1085,-2.30224029,38.14824043,50.67188724,160,746,371,86,700,577
"02056",5438.1594,653,-1.49888166,38.61472661,47.40733591,291,1278,503,189,1037,1035
"02057",24350.2479,898,-2.74272664,38.96201035,46.77353795,349,1522,540,227,1191,1220
"02058",11233.8382,1126,-2.34555766,38.59729435,55.30083565,28,211,120,18,192,167
"02059",18925.8047,1169,-2.41040499,38.67153536,54.10670732,21,207,100,13,177,151
"02060",15872.36,1010,-2.00212787,38.72688881,50.71587744,112,967,357,70,836,600
"02061",7460.7346,870,-1.55549981,38.82629814,53.13212796,68,427,224,41,368,351
"02062",4942.7325,872,-2.60393627,38.70163971,52.15707965,38,290,124,22,243,209
"02063",13648.62,871,-1.91133356,38.721122,50.08590442,197,993,463,122,865,788
"02064",8095.5291,769,-1.50647855,39.07663024,54.6763285,26,243,145,8,215,199
"02065",13397.79,845,-2.10117384,38.80969625,52.09727626,46,323,145,28,271,243
"02066",2973.9107,542,-1.48988779,39.17688319,55.34615385,28,132,100,12,135,125
"02067",8092.005,1126,-2.41839311,38.4998099,46.66786485,203,908,280,134,712,679
"02068",12008.4392,1041,-2.44882682,38.75778452,48.80601093,37,240,89,23,200,166
"02069",39889.13,708,-2.15924796,39.20706504,42.20797283,2939,10258,2406,1919,7887,7716
"02070",4952.8648,920,-2.55057256,38.59195258,51.75525813,72,265,186,42,277,246
"02071",8311.597,844,-2.186211,38.82654004,47.77268872,145,771,263,75,600,579
"02072",13860.6617,734,-1.98469065,38.33202632,49.38534676,211,1111,466,126,915,873
"02073",21268.09,713,-1.91280979,39.26539647,43.96275342,1157,3969,1237,722,3221,3142
"02074",32464.95,652,-1.69282296,38.5922733,44.39515089,1353,4861,1540,855,3941,3813
"02075",7065.62,667,-1.67646922,39.13545152,47.90245148,270,1198,490,168,999,959
"02076",12803.519,1118,-2.50149079,38.632307,51.56545961,35,226,98,19,185,174
"02077",5753.568,744,-1.25897631,39.22231541,55.25423729,5,36,18,2,33,26
"02078",4668.4938,683,-2.06309183,39.29598679,47.81422222,159,690,276,100,592,533
"02079",12799.1093,739,-1.59908353,39.36160785,44.01551891,703,2647,774,438,2068,2056
"02080",8747.7445,837,-2.63505947,38.57467359,51.72558923,58,364,172,28,309,285
"02081",86240.7816,728,-2.60714311,39.26755792,41.87044279,4830,16539,3948,3111,12541,12776
"02082",1882.3517,409,-1.33858599,39.33385264,57.14953271,6,68,33,4,63,44
"02083",3484.1712,726,-1.45799642,39.12645758,56.57077626,11,128,80,5,129,90
"02084",6907.9679,789,-2.5176095,38.45619162,52.67048711,31,220,98,20,183,166
"02085",6536.6666,1012,-2.57590915,38.77363475,53.56804734,23,216,99,16,175,163
"02086",51122.0829,878,-2.31903072,38.36643865,54.40663749,257,1526,959,141,1402,1340
"02901",11683.38,830,-1.73622317,38.801361,43.06857143,549,1740,511,366,1409,1391
"03001",1466.9574,99,-0.15173035,38.84743029,55.73042169,50,368,246,34,349,315
"03002",6663.5352,331,-0.63891979,38.43949316,43.94386562,831,3046,826,562,2343,2360
"03003",2583.659,719,-0.51595543,38.78000404,48.07285974,69,361,119,45,292,257
"03004",1847.2816,332,-0.36258669,38.49887092,46.4381161,136,597,180,82,478,435
"03005",6154.27,15,-0.86792141,38.17894636,39.5892827,2519,7817,1514,1710,6062,5788
"03006",1439.7787,226,-0.04160798,38.74965349,55.21159875,134,644,498,74,631,645
"03007",438.7155,345,-0.40197036,38.79447224,50.02608696,24,149,57,12,118,112
"03008",1455.8836,735,-0.33100925,38.67548564,55.58918919,15,108,62,14,95,90
"03009",12986.0503,561,-0.47318376,38.69836894,44.48771698,10202,38059,10845,6618,28836,30270
"03010",1977.7677,580,-0.55552339,38.77274828,47.3654321,60,251,94,29,196,209
"03011",1925.9507,89,-0.1026002,38.58009496,45.19038817,3060,11656,3678,1905,9084,9310
"03012",1835.6476,23,-0.79568423,38.08681637,49.37196668,415,1540,806,279,1380,1381
"03013",1843.3139,530,-1.00303745,38.33800138,47.10131195,209,843,320,143,683,689
"03014",20126.5845,5,-0.4831832,38.34548705,43.17215778,59438,216657,53893,39220,160062,169926
"03015",4272.4031,10,-0.79201713,38.10977991,39.89169782,4468,13130,2734,3092,10306,10026
"03016",882.0194,570,-0.35370678,38.76155764,52.4159292,11,63,39,6,57,56
"03017",108.3702,363,-0.42552267,38.77311802,41.39717742,95,332,69,57,231,265
"03018",3442.7986,60,-0.05144236,38.59892497,44.343144,3682,14305,3826,2318,10702,11111
"03019",7057.09,234,-0.76849107,38.34577266,41.28200734,4136,13324,2965,2825,10271,10154
"03020",1125,670,-0.34237388,38.73701039,52.53125,10,80,38,7,65,63
"03021",5027.5886,812,-0.65685684,38.71635902,43.60011264,1285,4535,1282,851,3551,3551
"03022",904.039,705,-0.34261264,38.68991329,54.56050955,14,87,56,8,75,82
"03023",3488.8204,592,-0.76676743,38.70018533,46.53157895,259,1055,396,182,860,850
"03024",932.7958,23,-0.83819517,38.07806375,43.02494415,987,3423,962,646,2689,2683
"03025",1236.2348,56,-0.9622579,38.14179352,42.04524181,388,1213,322,279,1011,912
"03026",740.3238,42,-0.00130364,38.82193219,44.84054195,338,1213,368,212,978,941
"03027",1573.9453,464,-0.21600764,38.68343356,52.30601093,16,116,51,10,91,92
"03028",2021.3756,385,-0.37904234,38.82007885,51.46262093,126,682,329,62,576,561
"03029",1845.4265,311,-0.10982699,38.75633514,54.77136259,43,230,160,26,219,214
"03030",748.4278,124,-0.03173239,38.791917,51.29722222,136,609,335,83,544,536
"03031",3850.9874,11,-0.1306853,38.53427136,44.19588215,10426,44984,11421,6905,33195,33636
"03032",1368.8379,738,-0.39922559,38.66273419,52.1981982,7,80,24,2,62,49
"03033",1188.0505,663,-0.22888967,38.67369418,49.79054054,20,88,40,9,72,76
"03034",435.9954,22,-0.73828051,38.0808408,49.26443769,462,1958,870,293,1614,1676
"03035",953.8103,521,-0.3908201,38.69955909,52.70860927,73,453,229,42,390,365
"03036",337.8822,564,-0.3789958,38.75380301,45.92156863,11,77,14,9,45,57
"03037",3790.5692,546,-0.20984798,38.67659254,48.25252525,67,319,109,47,240,255
"03038",556.3613,414,-0.39099875,38.77584801,51.94497608,41,251,126,24,211,207
"03039",951.2727,725,-0.291855,38.74905825,53.31313131,7,65,27,2,57,42
"03040",350.4942,93,-0.04146491,38.82296616,50.70332481,53,219,119,42,188,203
"03041",6970.7341,254,0.05043358,38.7151969,46.66780035,1686,6754,2439,1093,5340,5539
"03042",1265.3812,163,0.14459559,38.73292416,50.83159204,517,2252,1251,349,2002,2018
"03043",9816.5159,697,-0.76597374,38.62996229,44.16794521,669,2307,674,441,1791,1859
"03044",409.8141,23,-0.89528476,38.06301558,40.52614183,1340,4408,908,897,3353,3303
"03045",1357.1512,213,-0.11168494,38.67657681,52.12318841,40,255,119,21,215,199
"03046",3384.1908,312,-0.42050568,38.4819618,45.95971074,493,1796,615,300,1483,1421
"03047",2350.9119,55,0.04453809,38.64526261,44.65871948,3448,13297,4059,2252,10491,10313
"03048",3466.1654,250,-0.12235041,38.65164066,43.13996954,1318,4711,1194,844,3682,3541
"03049",2483.15,20,-0.87933854,38.12258136,39.93331544,4133,11862,2630,2893,9430,9195
"03050",5526.7822,26,-0.40086509,38.42754724,44.03231416,4919,17778,4907,3116,13456,14148
"03051",2181.5853,585,-0.77925393,38.68719624,45.9059633,66,293,77,40,228,208
"03052",1932.4451,556,-0.80952172,38.67518917,43.96859903,245,771,226,165,618,624
"03053",11459.9725,669,-0.67026538,38.59657643,43.28300932,1714,6524,1638,1170,4988,4888
"03054",4592.1362,549,-0.19391054,38.72499704,54.82798165,45,233,158,33,218,218
"03055",2000.8229,8,-0.80464175,38.15964959,42.05,1774,5407,1439,1168,4353,4267
"03056",5294.4709,433,-0.44022067,38.74541202,44.49096937,1905,7557,1999,1247,5799,5662
"03057",3998.3328,780,-0.26810894,38.68353731,54.6199095,17,130,74,13,127,94
"03058",1670.97,16,-0.88437585,38.13972138,40.2721079,1450,4754,988,1012,3698,3494
"03059",10455.01,129,-0.80855322,38.24881414,41.08596893,5915,18815,4106,4029,14572,14264
"03060",1670.4812,620,-0.31641906,38.72386675,57.91743119,7,67,35,3,62,47
"03061",709.3467,8,-0.76103525,38.11371672,45.30938242,288,1018,378,179,843,841
"03062",314.2879,6,-0.73805702,38.1047248,55.10238429,62,410,241,34,369,344
"03063",6617.916,13,0.10661934,38.84122705,43.31173018,7317,27739,6512,4646,20185,21383
"03064",1870.1083,4,-0.76969869,38.13897736,41.66721446,1472,4639,1191,997,3649,3653
"03065",32650.14,82,-0.69775581,38.26741662,41.68961189,43970,152364,32341,29727,113345,115330
"03066",4578.8813,395,-0.79611046,38.47878894,44.21069935,8874,34444,9302,5806,25697,26923
"03067",1017.479,769,-0.26771337,38.73467536,54,4,65,32,4,52,49
"03068",972.4032,684,-0.24604552,38.73219338,60.94736842,1,34,22,1,30,27
"03069",4225.3968,264,-0.2117688,38.56697349,42.17959313,1087,4352,853,805,3191,3101
"03070",433.1745,8,-0.74649853,38.08423377,43.47588583,747,2629,688,475,2058,2006
"03071",2033.1876,79,0.08427495,38.7732101,44.48311509,1006,3725,1073,620,2926,2878
"03072",957.1426,420,-0.40755768,38.81311114,48.05803571,62,291,95,50,235,213
"03073",910.6836,542,-0.35671735,38.71833445,50.22344322,21,180,72,13,152,121
"03074",716.89,17,-0.89001674,38.15262779,40.86148238,476,1614,379,342,1287,1182
"03075",1596.7986,571,-0.19735239,38.67694213,51.01463415,15,147,43,6,103,102
"03076",3393.72,27,-0.65477035,38.08988071,45.06414787,2548,9121,3047,1654,7202,7514
"03077",6885.1772,367,-0.85486637,38.30855695,51.32676519,272,1484,680,176,1224,1212
"03078",1254.5898,413,-0.92699487,38.27358559,54.42740472,111,623,368,71,567,535
"03079",6252.4351,754,-0.57466482,38.62745682,43.07099859,4173,15498,3752,2736,11747,11676
"03080",1220.4205,25,-0.86635637,38.06070041,44.47670251,348,1223,382,224,997,956
"03081",3458.6303,188,-0.01192072,38.74069906,48.2185129,388,1582,666,260,1306,1330
"03082",6859.0349,48,0.16340067,38.78925837,45.77923134,4483,16740,5837,2972,13441,13619
"03083",16376.0691,462,-0.50791278,38.53902509,45.81725888,1071,4452,1372,721,3349,3546
"03084",3176.4696,267,-0.31125116,38.84403413,53.11056106,49,366,191,28,299,307
"03085",2193.274,191,0.006304,38.74347137,54.02418507,86,543,322,55,468,483
"03086",977.3401,635,-0.36337482,38.73087323,52.23043478,19,157,54,10,125,105
"03088",7952.2261,228,-0.72989187,38.37928097,40.55637513,1466,5189,937,970,3967,3625
"03089",15235.6842,390,-0.83780533,38.43721579,44.5106348,2045,7874,2258,1383,6073,6104
"03090",4765.3187,63,-0.44522331,38.41368396,40.53402212,5196,16650,2932,3412,12352,12426
"03091",581.336,283,-0.08306874,38.75958883,56.89727463,49,248,180,30,226,251
"03092",3024.3942,391,-0.4357044,38.77998192,41.90235004,1850,6081,1388,1273,4620,4699
"03093",7572.424,241,-0.76539782,38.38606382,42.48221741,4733,17113,4022,3054,12825,13043
"03094",2136.1299,216,-0.12289748,38.61761623,42.97994393,3466,12013,3069,2362,9366,9182
"03095",1041.3359,36,0.01764367,38.82692459,41.68556166,1278,4474,987,889,3377,3362
"03096",4841.0481,701,-0.6740463,38.62952092,43.33898305,1334,4964,1195,868,3739,3754
"03097",1772.9579,154,-0.06371253,38.78039233,52.05601966,264,1101,670,168,994,1041
"03098",2406.2327,176,-0.2618598,38.56400384,47.18815789,94,520,146,62,385,375
"03099",36543.5923,25,-0.94664572,38.08574117,44.8621102,13107,47656,15334,8436,37829,38268
"03100",1177.04,290,-0.06446788,38.74571695,53.71917098,97,541,327,55,471,494
"03101",2958.2241,85,0.03432468,38.7935383,45.36812374,1251,4685,1499,831,3698,3737
"03102",5284.6658,82,-0.11803172,38.84201714,46.57956263,1567,6129,2227,988,4960,4963
"03103",4992.4963,682,-0.35881625,38.67944195,50.97727273,31,189,88,26,163,145
"03104",10409.0751,465,-0.76953712,38.48480043,41.58781455,6822,23215,4496,4452,17162,17371
"03105",12647.9009,591,-1.04195399,38.40441177,43.20717803,1410,5041,1267,921,3896,3822
"03106",3886.7596,451,-0.34478535,38.78583429,53,72,447,214,39,389,344
"03107",2257.7261,239,-0.12654723,38.62255314,42.16444444,898,3153,674,622,2437,2288
"03109",162.2304,13,-0.84889051,38.10480713,38.77533549,1011,2781,530,650,2165,2157
"03110",487.7576,87,-0.05280018,38.82066727,51.76703645,81,341,209,52,322,309
"03111",944.7868,28,-0.90524865,38.1140353,40.03674305,1667,5167,977,1129,4028,3783
"03112",7687.2352,435,-0.31086389,38.58727823,51.38550984,129,687,302,83,575,543
"03113",2788.68,8,-0.7231866,38.08892037,53.81769454,1779,8624,5828,1157,8201,8030
"03114",4329.3741,419,-0.8960138,38.36742371,47.80563736,359,1471,547,234,1232,1145
"03115",561.9059,103,-0.06512199,38.81142807,55.70483461,30,215,148,21,198,195
"03116",6171.1716,493,-0.91278122,38.52006995,44.65620999,250,1034,278,169,795,767
"03117",394.1625,83,-0.03373355,38.81916633,52.36908517,76,362,196,44,325,309
"03118",2070.11,4,-0.71879025,38.11222765,53.36345802,868,4103,2675,564,3866,3780
"03119",963.8765,40,-0.43660694,38.40151192,42.0841937,4527,15171,3451,3006,11171,11978
"03120",5484.5342,87,-0.78930554,37.97713811,48.04226324,881,3421,1495,571,2909,2888
"03121",5816.0985,4,-0.55528061,38.1931155,42.32289559,5773,20579,4785,3998,15602,15535
"03122",4055.084,107,-0.52499072,38.39613348,39.98906865,11813,38517,6845,7961,28303,28872
"03123",6348.3656,473,-0.81692328,38.53849557,42.4654411,1802,6465,1470,1185,4909,4828
"03124",3872.053,412,-0.27218087,38.60812245,51.53713299,61,345,173,34,306,273
"03125",478.6374,231,0.04175328,38.72826598,46.79930796,92,345,141,59,293,285
"03127",3167.0038,559,-0.1019394,38.69363337,52.759375,72,372,196,36,329,311
"03128",3225,183,0.10231946,38.72911733,47.39179954,1549,6030,2518,989,5041,5056
"03129",7038.2694,517,-0.57799241,38.53125236,47.48284467,217,1034,352,140,842,761
"03130",1597.312,776,-0.27417974,38.75700785,65.98,0,20,30,0,27,23
"03131",536,129,-0.0723226,38.80205024,53.39039039,41,181,111,26,163,170
"03132",3647.9641,791,-0.41885176,38.60676744,51.75366569,55,454,173,36,357,325
"03133",7163.01,7,-0.68302608,37.97775873,44.57004036,13952,53084,16216,9158,41527,41725
"03134",2285.0561,639,-0.25201489,38.79456237,54.48214286,18,97,53,12,92,76
"03135",3242.5432,392,-0.15985139,38.80574426,55.74568966,14,144,74,5,124,108
"03136",5363.2909,293,-0.22174105,38.82200923,51.61784512,58,373,163,43,323,271
"03137",2305.4272,439,-0.10944662,38.77743427,53.14666667,85,474,266,58,408,417
"03138",815.895,21,0.01012098,38.84290338,44.70821081,722,2847,852,488,2212,2209
"03139",5924.8127,16,-0.2319288,38.50545611,42.52483114,6007,22606,4994,3966,16777,16830
"03140",34537.0418,503,-0.86138343,38.62963811,42.41874706,6389,22400,5179,4296,16972,16996
"03901",362.0743,13,0.01680187,38.85116436,53.96103896,303,1604,1019,191,1392,1534
"03902",7785.5013,32,-0.79242783,37.86372554,42.86510707,4014,13246,3942,2710,10894,10308
"03903",1504.9321,19,-0.74364774,38.02749921,44.34224599,839,3045,978,543,2457,2405
"03904",1169.884,10,-0.83836588,38.17123285,40.321875,333,1350,237,234,983,937
"04001",4524.4244,853,-2.77953953,37.1412099,48.48382005,161,791,315,101,651,616
"04002",8367.747,986,-2.7974669,37.13218285,49.96495726,113,771,286,68,606,564
"04003",8969.45,14,-3.02330257,36.74868325,39.7912297,5000,16721,2976,3330,12480,12217
"04004",3491.43,487,-2.18135854,37.28686167,55.20822281,73,385,296,42,378,376
"04005",6973.4477,381,-2.62168571,37.03339629,52.01147541,59,367,184,48,299,311
"04006",16845.16,420,-2.14799133,37.38850758,43.21992858,2048,7449,1984,1370,5873,5608
"04007",6751.6723,746,-2.96066637,36.97361957,49.25770654,85,537,189,45,416,395
"04008",9390.6745,955,-2.59756879,37.33611796,51.01213172,62,355,160,37,319,258
"04009",1552.24,1025,-2.26678969,37.23587193,53.89864865,6,102,40,3,68,80
"04010",1639.4593,290,-2.58702093,36.98991242,45.36873156,99,456,123,52,355,323
"04011",2624.375,520,-2.56977648,36.95718281,42.21379688,694,2353,606,462,1835,1818
"04012",587.3104,414,-2.60215517,36.96671607,48.51612903,25,139,53,13,110,107
"04013",29572.44,16,-2.46413188,36.83892362,41.00758999,39071,129535,26783,26489,95044,100345
"04014",3082.5201,835,-2.78984397,37.00274251,52.43678161,15,115,44,7,91,83
"04015",2010.2293,309,-2.59464638,37.00135999,55.98484848,5,89,38,1,75,57
"04016",9914.11,108,-1.91715315,37.24459175,42.71734955,570,2029,525,381,1556,1568
"04017",6614.36,270,-2.0754646,37.35116011,55.83800134,379,2505,1579,225,2238,2225
"04018",786.36,630,-2.41135555,37.34982202,47.59938838,44,204,79,28,158,169
"04019",9476.31,1209,-2.45318749,37.26120059,54.77459016,16,157,71,7,128,116
"04020",3802.3734,1252,-2.99562617,37.03018267,49.14521452,29,210,64,23,163,140
"04021",2653.45,817,-2.43594364,37.33068864,52.50232558,22,131,62,9,108,107
"04022",4671.8751,401,-1.98182232,37.19030833,55.35762332,71,522,299,42,437,455
"04023",3883.4832,934,-2.79152516,37.01264326,59.07272727,3,65,42,3,53,57
"04024",1661.5387,105,-2.45067345,36.92496886,38.21367521,963,2818,431,692,2092,2120
"04026",646.61,945,-2.23834784,37.23123941,61,0,38,28,0,39,27
"04027",3197.1116,932,-2.24067815,37.21246044,53.10646388,19,170,74,11,142,121
"04028",1134.3564,316,-2.61889692,36.98631438,49.94957983,27,154,57,21,136,102
"04029",18581.24,340,-2.94948207,36.84732147,40.42981105,2456,8270,1605,1656,6204,6127
"04030",6692.6563,602,-2.73944378,37.01006973,51.65576451,119,743,361,67,633,590
"04031",7901.73,381,-2.19324978,37.35219371,49.28391264,435,1972,844,260,1653,1598
"04032",9546.4247,6,-1.89349648,36.99742391,40.52341457,1537,5372,928,1005,4032,3805
"04033",2923.5664,945,-2.43912676,37.18484936,54.94615385,5,87,38,3,61,69
"04034",3186.19,606,-2.21001778,37.26157453,54.57692308,8,102,46,5,92,64
"04035",26444.58,89,-1.87991806,37.2967313,39.93423654,2889,8929,1837,2037,7103,6552
"04036",1355.46,912,-2.26646383,37.25435736,48.03092784,43,173,75,23,147,144
