"CODIGOINE","SUPERFICIE","ALTITUD","LONGITUD_ETRS89","LATITUD_ETRS89","EDAD_MEDIA","de0.18","de19.67","masde68","de0.12","HOMBRES","MUJERES"
"39091",9784.82,44,-4.350222222,43.32922222,48.93913436,284,1425,509,193,1144,1074
"39092",8372.1992,924,-4.162138889,42.87483333,55.5915493,69,613,312,40,530,464
"39093",8932.8556,955,-4.077138889,42.90958333,55.79566563,21,213,89,10,186,137
"39094",29823.5659,715,-3.940694444,42.80563889,51.90172239,99,627,261,60,556,431
"39095",5092.96,50,-4.487722222,43.37469444,45.81419401,435,1825,544,320,1466,1338
"39096",13320.6045,463,-4.647194444,43.09944444,55.12026144,69,444,252,36,398,367
"39097",8751.56,357,-3.782694444,43.1585,50.80357143,81,487,216,46,409,375
"39098",5096.42,203,-3.810083333,43.22866667,49.25891759,201,1012,413,134,847,779
"39099",2841.2231,35,-3.856638889,43.37033333,44.03914499,711,2559,613,460,1928,1955
"39100",3005.6277,297,-3.877583333,43.25925,48.6035503,129,658,227,76,524,490
"39101",1965.146,195,-3.26125,43.24480556,52.74836601,31,185,90,19,161,145
"39102",7781.7466,30,-3.496944444,43.35505556,47.18961708,378,1788,550,266,1433,1283
"40001",3197.9972,971,-4.26787389,40.91634014,46.30439815,138,536,190,96,430,434
"40002",1072.0147,1020,-4.04989926,41.05158774,48.2195122,8,22,11,5,20,21
"40003",1819.477,878,-4.11562511,41.3685948,64.99275362,2,63,73,1,76,62
"40004",6057.1793,887,-4.11194224,41.22794795,50.07350427,78,346,161,47,283,302
"40005",1207.1232,946,-3.48651859,41.45029431,62.75862069,1,16,12,1,18,11
"40006",607.5837,956,-3.79129907,41.24400157,59.36,2,12,11,2,15,10
"40007",3517.037,1207,-3.80605234,41.06403629,60.05,2,46,32,1,51,29
"40008",1973.0496,948,-3.46774745,41.46215316,52.64615385,11,32,22,8,33,32
"40009",2038.8104,1147,-3.78295833,41.46091726,59.95918367,2,25,22,2,36,13
"40010",2208.6688,858,-4.54334402,41.08340234,59.15748031,5,71,51,2,68,59
"40012",2528.0321,881,-4.16510173,41.18523007,51.98709677,33,180,97,21,167,143
"40013",1862.2126,833,-4.05567251,41.47135098,69.0877193,0,20,37,0,32,25
"40014",1192.1391,957,-3.77937609,41.51275118,58.75862069,3,32,23,1,33,25
"40015",1341.69,857,-4.53683932,41.05560132,65.03703704,0,13,14,0,14,13
"40016",2056.0393,967,-3.67854984,41.35102075,60.18965517,0,39,19,0,28,30
"40017",1518.9299,889,-4.30828795,40.99057435,48.12096774,18,79,27,14,57,67
"40018",1161.6471,875,-4.29512941,41.03744719,63.72222222,2,44,44,2,51,39
"40019",1635.692,1092,-3.85695035,41.13780531,65.56097561,0,21,20,0,28,13
"40020",3174.8065,1149,-3.72430091,41.11850136,60.70440252,5,90,64,2,77,82
"40021",1158.8638,1042,-3.88924045,41.16162985,64.2962963,1,11,15,0,16,11
"40022",4583.7305,905,-4.31865871,41.07786019,52.63478261,18,157,55,14,132,98
"40024",12894.8961,972,-3.37688665,41.42080756,44.70874587,242,722,248,154,628,584
"40025",2613.1356,942,-3.67220471,41.32562935,53.22754491,18,97,52,9,90,77
"40026",1901.5702,1091,-4.0249373,41.02722953,42.56849315,29,98,19,19,64,82
"40028",2082.5845,968,-4.43630736,40.9058711,54.5982906,8,65,44,7,62,55
"40029",1216.8589,966,-3.57179673,41.39977878,64.22222222,1,15,11,0,13,14
"40030",2912.5771,905,-4.35234469,41.12940898,52.87644788,41,333,144,26,288,230
"40031",927.0862,1014,-4.11597592,41.00079266,38.85958005,164,512,86,126,407,355
"40032",4154.4345,957,-3.63823602,41.33700043,39.02683616,166,464,78,116,363,345
"40033",1370.1171,1089,-4.05362878,41.03473582,41.78571429,19,70,9,11,53,45
"40034",1683.0653,1028,-3.96440467,41.12019193,54.71428571,6,64,21,2,49,42
"40035",2640.8809,939,-4.10983658,41.06716869,43.73033708,35,118,25,26,97,81
"40036",3525.4379,952,-3.93288783,41.23545584,47.3010279,98,432,151,68,346,335
"40037",1478.7687,903,-4.01010088,41.44567465,67.02857143,0,16,19,0,20,15
"40039",3756.9534,972,-3.54856593,41.42983163,49.18113208,38,161,66,28,147,118
"40040",7943.3304,966,-3.92706722,41.25845495,45.18804135,615,2228,736,420,1771,1808
"40041",2629.3728,906,-4.15916008,41.07467346,45.49135988,232,803,296,160,694,637
"40043",6635.1003,918,-4.26611075,41.12231735,45.07411811,423,1586,514,279,1302,1221
"40044",3051.5892,853,-3.89816988,41.36753392,58.25165563,11,75,65,5,82,69
"40045",1759.2016,1079,-3.65550439,41.16696203,44.41717791,31,99,33,18,94,69
"40046",2724.1078,1006,-3.60095982,41.2809384,49.51111111,20,84,31,11,77,58
"40047",1971.79,1096,-3.85645237,41.42050994,62.21875,1,18,13,0,20,12
"40048",1832.2812,1058,-3.84884471,41.39500295,68.60606061,0,17,16,0,18,15
"40049",1261.6832,983,-3.73450529,41.20792257,59.5106383,1,24,22,0,27,20
"40051",2105.24,1148,-3.80306832,41.39233165,59.86,3,26,21,2,30,20
"40052",2373.9253,1018,-3.60591775,41.42459164,51.39175258,13,61,23,11,52,45
"40053",1988.9514,1046,-3.59256653,41.21753082,51.56910569,12,79,32,9,67,56
"40054",4866.1878,1129,-3.55806332,41.23691627,50.58823529,15,92,29,10,76,60
"40055",973.0489,982,-3.5665188,41.4312404,57.97058824,2,19,13,0,22,12
"40056",1385.1021,833,-3.92896374,41.38214319,73.70588235,0,8,26,0,17,17
"40057",9844.8314,784,-4.52213134,41.21840225,47.89485214,256,1135,435,169,914,912
"40058",6428.2846,890,-4.59877421,41.06726143,56.25730994,20,205,117,11,173,169
"40059",1637.9217,1222,-3.91770621,41.03857336,50.432,15,74,36,4,60,65
"40060",2384.5032,997,-3.74415574,41.24172146,54.72115385,13,50,41,10,58,46
"40061",1806.1084,1023,-3.45932179,41.39131704,54.04705882,9,48,28,4,49,36
"40062",2050.4011,1058,-3.90921405,41.12169467,55.97222222,6,43,23,4,42,30
"40063",27333.3909,876,-4.317391,41.40369757,45.98351533,1469,6137,1918,954,4807,4717
"40065",3525.561,766,-4.4287391,41.33941609,46.30504305,79,581,153,54,398,415
"40068",1775.9155,903,-4.37790739,41.11501801,53.07407407,3,17,7,0,16,11
"40069",1722.0888,801,-4.6942929,41.11664541,48.29347826,11,60,21,7,50,42
"40070",1726.3358,998,-3.64793134,41.23685248,50.14285714,16,125,34,11,106,69
"40071",1760.8657,1012,-3.66852393,41.37476904,59.09302326,2,21,20,2,22,21
"40072",827.305,947,-4.15791344,41.01781875,37.54577465,61,197,26,54,157,127
"40073",3179.3359,890,-4.12277734,41.1666257,51.33789063,66,307,139,40,272,240
"40074",1603.7173,884,-4.19462881,41.10405553,51.05555556,39,185,82,24,167,139
"40075",3965.3286,903,-4.13094012,41.09084366,56.57627119,11,103,63,8,95,82
"40076",20509.6673,1189,-4.24753031,40.71809343,41.81758602,1857,5986,1312,1288,4678,4477
"40077",2601.0774,1063,-4.07414398,40.99773979,35.94871795,294,887,67,210,664,584
"40078",1156.3071,764,-4.45039191,41.31827511,56.09248555,6,116,51,4,97,76
"40079",6332.5906,1033,-3.49933621,41.36829058,52.3908046,25,171,65,17,145,116
"40080",1762.606,1030,-3.64474255,41.39333339,51.85135135,9,45,20,6,43,31
"40081",2766.4913,816,-4.18702936,41.3842107,65.05309735,3,53,57,0,58,55
"40082",1762.2347,825,-4.63421983,41.20938078,60.68032787,6,68,48,4,66,56
"40083",3118.1273,850,-4.00045631,41.38120175,51.78823529,9,123,38,7,76,94
"40084",779.9404,779,-4.49453076,41.27979826,54.07575758,3,41,22,1,38,28
"40086",3089.9473,865,-4.17680373,41.22079086,48.96976744,130,518,212,73,456,404
"40087",1203.1586,889,-4.04290673,41.40031729,61.62886598,3,49,45,3,51,46
"40088",3590.7398,927,-3.93292072,41.29736656,51.54545455,51,187,114,32,178,174
"40089",2585.2668,892,-4.0625011,41.42450342,56.1375,16,135,89,12,127,113
"40091",2978.0377,930,-3.91860383,41.45672746,60.03539823,5,63,45,3,61,52
"40092",5055.1355,862,-3.98028945,41.44150973,55.77304965,13,77,51,7,83,58
"40093",2179.5678,1237,-3.78596806,41.0745433,52.83695652,9,55,28,6,50,42
"40094",2240.6407,917,-4.26407944,40.97708695,46.18,47,333,70,35,232,218
"40095",3026.2774,803,-4.32595977,41.28836692,45.91988555,97,459,143,63,364,335
"40097",1268.7392,1012,-3.61373237,41.37108247,39.77725118,45,147,19,27,118,93
"40099",2081.2832,997,-3.70468526,41.51091606,55.17241379,3,40,15,1,32,26
"40100",3836.2865,888,-4.12154847,41.34588301,53.64144737,34,165,105,23,166,138
"40101",612.8951,878,-4.20347574,40.98180678,32.81438004,393,923,47,315,721,642
"40103",1727.3553,880,-4.21868117,41.01034661,47.13142857,22,114,39,20,102,73
"40104",1318.6693,1004,-4.37749657,40.80028396,43.94555874,62,239,48,41,183,166
"40105",1389.3434,915,-4.30941249,40.94642234,52.36363636,3,38,14,2,30,25
"40106",2162.582,850,-4.51862404,41.03244954,56.32432432,17,130,75,10,111,111
"40107",2096.1702,1064,-4.52127977,40.84355426,52.27777778,11,78,37,6,71,55
"40108",1929.0404,795,-4.02854164,41.49451154,59.69491525,6,66,46,2,68,50
"40109",2666.247,946,-3.42411105,41.44898141,60.46835443,4,40,35,4,47,32
"40110",6542.2922,899,-4.10658985,41.29681883,57.59733333,28,195,152,18,191,184
"40111",3250.5593,965,-4.34459184,40.87907878,56.47222222,5,42,25,5,35,37
"40112",944.164,1066,-4.10375682,40.96894077,38.33270777,855,2593,282,584,1895,1835
"40113",2800.2324,1083,-4.16465168,40.8544616,44.05947955,96,352,90,79,301,237
"40115",9418.828,952,-3.52190477,41.48723206,63.35353535,3,48,48,3,57,42
"40118",1534.8708,909,-4.3646404,40.97797667,59.82352941,4,25,22,3,29,22
"40119",1530.4008,918,-4.27281577,40.95048927,46.38679245,28,142,42,21,126,86
"40120",1766.1839,833,-4.68691618,41.06622104,42.29955947,32,168,27,24,119,108
"40121",4559.0191,892,-4.59591308,40.99612177,54.23051948,23,184,101,16,158,150
"40122",2898.7015,955,-4.38428117,40.89682359,51.4975923,66,384,173,45,331,292
"40123",2142.1211,1155,-3.75659402,41.09570166,52.25903614,12,108,46,9,95,71
"40124",2007.715,755,-4.47219019,41.39866766,51.43461538,27,169,64,16,136,124
"40125",746.6898,1082,-3.79488429,41.19112731,54.01020408,9,56,33,6,54,44
"40126",1859.3325,857,-4.46901897,41.05117118,65.02469136,3,35,43,2,42,39
"40127",1567.7061,878,-4.09873943,41.44801468,73.25806452,0,8,23,0,17,14
"40128",1922.1672,884,-4.36371826,41.12232996,56.98571429,13,76,51,5,77,63
"40129",3595.2481,798,-4.66520021,41.14039914,56.86910995,10,114,67,8,103,88
"40130",2785.4067,863,-3.65267752,41.54911418,56.33774834,15,79,57,11,89,62
"40131",2554.2384,947,-4.3518004,40.84836702,51.09677419,9,32,21,6,35,27
"40132",3250.1995,1106,-3.61688643,41.46450807,66.76271186,2,28,29,2,34,25
"40134",4273.5547,854,-4.18621521,41.14804665,50.44748359,82,595,237,44,488,426
"40135",8721.4546,1020,-4.47204119,40.88802611,56.27244582,31,166,126,18,171,152
"40136",1936.8147,959,-3.95180035,41.17282217,53.3,21,81,58,13,78,82
"40138",8315.101,802,-4.48896287,41.15663877,47.61442786,411,1745,658,251,1414,1400
"40139",3043.3767,1192,-3.82456811,41.05708619,55.33881579,20,185,99,13,160,144
"40140",2083.57,902,-3.93225985,41.34072629,56.75925926,11,55,42,6,57,51
"40141",3278.9481,835,-4.25628481,41.21472716,47.58464385,145,700,236,95,566,515
"40142",1484.3297,1011,-3.70667302,41.37274953,51.58823529,3,37,11,0,26,25
"40143",2460.5903,1037,-3.72311021,41.38095278,59.07608696,6,48,38,4,55,37
"40144",1887.8299,1117,-3.75114037,41.41397526,51.51851852,5,10,12,5,16,11
"40145",6226.7482,807,-4.43738529,41.19606273,49.35745614,196,798,374,125,693,675
"40146",6894.5272,1159,-4.32941439,40.76157217,48.00857143,48,220,82,33,182,168
"40148",3381.1492,840,-4.42652313,41.08016976,52.8415493,29,167,88,11,147,137
"40149",6650.9297,872,-4.16122166,41.41523482,56.60544218,45,331,212,27,308,280
"40150",2092.3447,1076,-3.78046348,41.16467932,64.50769231,0,39,26,0,37,28
"40151",839.7089,860,-4.3939572,41.08714401,52.59322034,6,34,19,2,31,28
"40152",4371.4409,1139,-4.21045089,40.81947089,43.55794872,174,628,173,116,490,485
"40154",825.8863,990,-3.59039743,41.39033574,64,0,7,6,0,9,4
"40155",3669.5902,1079,-4.06117797,40.93055158,36.8502126,1336,3464,374,942,2660,2514
"40156",3158.3628,1068,-3.81117793,41.13052493,51.07989691,47,248,93,31,218,170
"40157",1243.9298,1143,-3.93966854,41.05114277,61.65217391,3,23,20,1,28,18
"40158",1011.8726,831,-4.14184003,41.39282011,68.5,0,6,10,0,12,4
"40159",2971.5187,819,-4.2936557,41.25996425,52.95027624,12,119,50,7,103,78
"40160",1952.2975,856,-4.20697731,41.19042892,63.03960396,3,53,45,1,55,46
"40161",2585.6143,1189,-3.70732181,41.45583884,50.53191489,5,32,10,4,29,18
"40162",4633.273,1119,-3.68845736,41.13891711,48.48490566,84,312,134,52,282,248
"40163",1760.8266,954,-3.91374666,41.20451401,60.77192982,4,33,20,3,28,29
"40164",2452.3056,853,-4.65416833,41.09444831,56.15463918,9,124,61,3,102,92
"40165",1397.2715,984,-3.85680245,41.19235875,60.82758621,4,47,36,3,47,40
"40166",847.3615,754,-4.48336066,41.34170621,53.28476821,30,171,101,22,154,148
"40168",1164.8895,929,-3.48989696,41.42667187,62.5,2,14,20,1,22,14
"40170",14949.4985,1190,-3.47725189,41.27974006,42.52385407,424,1385,329,269,1139,999
"40171",2163.1447,1029,-3.42945402,41.36578732,55.575,3,25,12,3,32,8
"40172",2703.8365,1312,-3.4494744,41.24795471,64.55263158,0,17,21,0,24,14
"40173",996.4069,929,-4.18117731,41.02784292,43.34594595,26,135,24,21,97,88
"40174",4447.6881,839,-3.96334705,41.49466132,58.01827676,29,198,156,20,203,180
"40176",4746.1255,794,-4.4192074,41.25928689,50.92963753,48,291,130,33,257,212
"40177",1476.4569,812,-4.40430162,41.4068576,62.61184211,2,78,72,0,82,70
"40178",1516.119,865,-4.64690342,41.11296393,51.64545455,12,67,31,7,60,50
"40179",2926.7952,804,-4.30589638,41.32246452,45.58169935,147,593,178,87,449,469
"40180",3751.8522,943,-4.4143723,40.94738977,56.40438871,21,176,122,14,174,145
"40181",14481.0106,1190,-4.00475951,40.89762759,44.52380056,877,3530,908,588,2627,2688
"40182",4255.7287,817,-4.33184805,41.22322834,51.04564315,26,150,65,23,118,123
"40183",1832.0072,839,-3.95269951,41.39906365,59.88321168,10,63,64,7,70,67
"40184",2607.774,988,-3.81005399,41.22704439,54.83666667,32,163,105,21,161,139
"40185",17974.704,901,-4.40648161,41.0703724,55.24302789,82,589,333,49,546,458
"40186",1485.0656,1022,-3.68532277,41.21786397,63.04761905,4,18,20,2,21,21
"40188",2913.5141,1104,-3.88587239,41.09024938,61.51515152,4,47,48,4,64,35
"40189",4557.0808,818,-4.57205627,41.15717398,52.55304348,56,347,172,45,319,256
"40190",2754.2035,1079,-3.98969264,41.04076125,48.18032787,6,45,10,5,36,25
"40191",5687.2141,1082,-3.61709832,41.18367651,50.4801444,34,175,68,18,153,124
"40192",2027.5269,906,-4.06863454,41.19514604,55.50595238,19,89,60,9,89,79
"40193",2771.2878,940,-3.88364758,41.27053365,49.0719697,29,178,57,14,140,124
"40194",16359.2016,1002,-4.12524116,40.9498703,45.90327691,8166,33083,10507,5163,24341,27415
"40195",13209.8634,1003,-3.75027917,41.298251,49.53031674,140,679,286,87,579,526
"40196",1331.2976,999,-3.546774,41.36731072,45.05555556,5,26,5,4,24,12
"40198",2033.1293,967,-3.63895222,41.25717017,61.03846154,1,17,8,1,15,11
"40199",2391.7008,1158,-3.94298201,41.03484721,48.36363636,16,69,25,9,56,54
"40200",1288.2544,907,-4.23935476,41.09626911,48.54901961,8,29,14,6,25,26
"40201",944.0259,807,-4.6515332,41.13373215,61.73584906,1,27,25,0,25,28
"40202",3285.6778,1082,-3.84076196,41.44357649,62.734375,4,29,31,2,29,35
"40203",4214.4633,1152,-4.02466966,40.99305543,38.3622106,317,909,113,219,686,653
"40204",1961.4688,870,-4.03840749,41.3746773,58.21717172,11,107,80,8,106,92
"40205",5508.1776,1023,-4.03150984,41.10231546,59.66312057,14,153,115,5,148,134
"40206",4422.2765,1115,-3.86923016,41.07240507,54.15425532,15,118,55,11,97,91
"40207",3265.6528,1128,-4.03585747,40.96419276,37.73371105,275,703,81,195,545,514
"40208",7076.9623,934,-4.00692021,41.15618429,49.76218905,115,640,250,68,499,506
"40210",3286.5184,1049,-3.77324236,41.35748706,58.09009009,7,61,43,5,68,43
"40211",1945.4149,984,-4.25665498,40.81792301,58.40540541,1,44,29,0,41,33
"40212",1752.5991,1126,-3.6358542,41.52209644,57.5625,2,18,12,1,16,16
"40213",1816.6746,1025,-3.91274322,41.13653896,59.14736842,5,48,42,5,51,44
"40214",2319.5798,941,-4.17447891,41.00029282,53.4244898,22,137,86,11,138,107
"40215",3864.3823,914,-3.91710207,41.47847424,63.0625,3,39,38,2,45,35
"40216",3099.9992,925,-4.23388432,40.95639818,39.52443609,234,693,137,160,540,524
"40218",1645.8726,932,-3.8399561,41.36237951,64.42708333,5,43,48,2,56,40
"40219",3684.2231,775,-4.42660007,41.40622286,50.58106169,80,441,176,46,373,324
"40220",969.9828,1099,-3.80666559,41.17941608,58.45205479,4,39,30,3,36,37
"40221",1599.3947,1088,-3.77300501,41.19035738,59.01923077,3,29,20,2,25,27
"40222",2195.9717,915,-3.99338378,41.19266683,51.24454148,30,134,65,14,128,101
"40223",2191.7048,1011,-4.27864002,40.79698968,52.99622642,19,175,71,11,162,103
"40224",598.0061,1128,-3.69441086,41.18148042,68.6,0,10,10,0,14,6
"40225",10957.1322,1096,-4.41210536,40.78156105,44.86153846,245,953,297,172,775,720
"40228",2779.5401,760,-4.52671643,41.30823533,49.29593496,70,390,155,49,323,292
"40229",2480.1531,1051,-3.65399878,41.52195929,72.03333333,0,11,19,0,17,13
"40230",1669.3884,767,-4.57834841,41.25239589,51.35849057,10,71,25,6,65,41
"40231",2428.2555,897,-4.23823936,41.07173461,53.24285714,14,83,43,10,69,71
"40233",2838.0771,1005,-4.33781145,40.80810155,47.56719368,73,323,110,50,262,244
"40234",1775.7309,880,-4.18471674,41.25864121,51.51357466,53,254,135,31,232,210
"40901",1541.3258,1094,-4.17597996,40.84361797,40.72463768,144,324,84,97,295,257
"40902",1523.5706,873,-4.0957504,41.39055725,60.15267176,10,62,59,6,71,60
"40903",2635.9713,910,-4.33751217,40.96186393,60.2952381,10,44,51,7,69,36
"40904",1485.6837,1104,-4.13527363,40.86820359,50.31077694,47,263,89,24,194,205
"40905",3844.5688,890,-3.96090485,41.54180773,59.76470588,9,65,62,4,75,61
"40906",634.8406,1074,-4.07579187,40.95206264,36.05350066,779,2120,129,444,1532,1496
"41001",1369.3529,264,-4.99341911,37.25197969,43.35026869,356,1313,378,250,1014,1033
"41002",28019.294,673,-5.71549984,38.03730155,45.02751263,291,1154,336,187,895,886
"41003",1092.919,164,-6.16648075,37.42711042,36.53681862,781,2073,283,558,1574,1563
"41004",28461.32,43,-5.85065057,37.33466457,39.26226933,17242,48996,8868,11895,37345,37761
"41005",8196.98,23,-5.97857253,37.5171086,39.04334728,2644,7853,1453,1923,6068,5882
"41006",5017.22,32,-5.67165417,37.61469683,41.51508936,668,2212,533,454,1711,1702
"41007",1811.46,9,-6.01324202,37.46108715,39.50365591,3501,10821,1953,2596,8074,8201
"41008",2042.3818,428,-5.1500159,37.01441356,44.27647975,215,820,249,138,664,620
"41009",25577.6193,450,-6.07957572,37.87353684,46.07794944,207,936,281,118,737,687
"41010",1417.9,42,-6.11334069,37.30889164,37.66908416,1427,3985,517,976,2966,2963
"41011",20113.48,114,-5.54476269,37.26265472,40.43656564,4004,12860,2668,2780,9664,9868
"41012",44962.15,63,-6.25236186,37.30473423,39.88092588,969,2912,612,674,2258,2235
"41013",19884.91,140,-6.26869637,37.52281812,40.50147155,1225,4107,784,810,3131,2985
"41014",4779.1355,234,-4.67235965,37.30789829,40.86158283,600,2083,438,364,1604,1517
"41015",3216.15,119,-6.19803181,37.35305517,37.70629273,1744,4690,733,1272,3599,3568
"41016",6250.08,89,-6.13871172,37.34067672,37.36796043,2752,6739,1021,1993,5278,5234
"41017",1223.79,94,-6.07106043,37.3701151,36.4989154,5828,14186,1653,3941,10737,10930
"41018",2144.2,17,-5.87315501,37.55014055,40.08371578,2617,8413,1608,1764,6321,6317
"41019",4314.274,88,-5.96677775,37.58682997,36.78614135,1585,4385,553,1136,3281,3242
"41020",22970.2377,72,-5.94075872,36.98079112,39.86466074,3458,10928,2032,2179,8253,8165
"41021",1164.61,12,-6.03455435,37.40147092,41.54589089,5315,17881,4097,3808,13326,13967
"41022",12608.9846,133,-5.42510324,37.56551326,42.62142457,1008,3457,884,633,2679,2670
"41023",10703.31,31,-5.82628909,37.60521841,40.48586506,2153,6987,1472,1440,5413,5199
"41024",92434.43,249,-5.63324752,37.47265463,42.12950245,5429,18960,4151,3476,14360,14180
"41025",601.1559,97,-6.32968463,37.36795334,42.97107765,466,1631,427,317,1220,1304
"41026",5289.5834,294,-4.75917554,37.29540105,41.58947179,1059,3671,836,691,2844,2722
"41027",32354.55,328,-5.98933717,37.67485787,43.70751397,820,3198,813,558,2440,2391
"41028",203.56,123,-6.0548422,37.40860133,36.60458554,816,1858,161,425,1460,1375
"41029",216.49,101,-6.05308137,37.38754489,40.7081875,3549,11671,2209,2408,8472,8957
"41030",1622.254,120,-6.3344173,37.38510033,44.10987261,103,419,106,67,319,309
"41031",25873.85,349,-6.31338511,37.69171662,47.43032787,206,943,315,139,747,717
"41032",35709.5773,588,-5.75874061,37.92926967,44.29717468,845,3153,851,547,2392,2457
"41033",48130.9187,553,-5.62009557,37.87292437,44.80811258,963,3975,1102,600,3014,3026
"41034",6199.7,7,-6.05111441,37.28383805,39.52271164,6538,20300,3697,4586,15243,15292
"41035",5145.5787,325,-5.44095231,36.97092584,47.3027735,205,756,337,132,646,652
"41036",9164.1726,133,-5.63458688,37.08163152,44.05507246,821,3126,883,509,2420,2410
"41037",6751.26,387,-4.9827313,37.09724247,41.71928947,737,2698,562,462,2033,1964
"41038",16033.12,52,-5.91334407,37.28894862,38.89923878,29929,88547,14075,20447,65319,67232
"41039",97871.22,106,-5.07543598,37.54077247,40.77202085,8087,26542,5458,5411,19740,20347
"41040",2267.32,129,-6.12488688,37.38262852,36.44667056,4194,10076,1153,2880,7710,7713
"41041",18997.3586,601,-4.8765968,37.28845167,40.39893023,2520,8367,1639,1639,6243,6283
"41042",15018.3807,180,-5.34761743,37.46271648,43.57742342,1207,4650,1292,772,3550,3599
"41043",4431.66,268,-6.17300738,37.62513181,43.32,116,530,129,72,390,385
"41044",827.81,27,-6.02721887,37.33847442,38.46960501,2328,6845,878,1499,5017,5034
"41045",12988.18,97,-6.1582894,37.52460734,39.91454133,1596,4909,984,1140,3758,3731
"41046",5096.9289,463,-4.91428059,37.25226698,41.86069002,712,2540,574,434,1935,1891
"41047",289.29,119,-6.07790809,37.38739578,39.54614176,3000,8934,1427,1915,6558,6803
"41048",27497.4268,663,-5.8214626,38.09225368,45.09853328,429,1712,518,276,1322,1337
"41049",22659.74,22,-6.05232296,37.53939693,38.24068949,2920,8396,1331,2073,6409,6238
"41050",5347.5332,250,-4.84797484,37.36666181,41.87389757,1234,4219,1010,785,3195,3268
"41051",5758.1257,73,-6.27662907,37.35710933,39.95664239,641,1844,398,432,1474,1409
"41052",1775.5869,152,-5.22361172,37.35347559,39.90823775,819,2488,529,513,1969,1867
"41053",37520,36,-6.08085356,36.91958656,40.14348778,5746,18156,3508,3836,13672,13738
"41054",1808.7964,442,-4.82593739,37.27018223,44.55985915,117,590,145,76,434,418
"41055",29396.11,37,-5.53035872,37.65333439,41.35623746,3722,12518,2694,2534,9390,9544
"41056",4297.3947,167,-5.24916945,37.52645229,41.51170935,846,3040,683,565,2302,2267
"41057",10288.3038,357,-6.51247314,37.645898,54.72535211,21,166,97,15,138,146
"41058",6973.88,136,-5.74567851,37.37311949,38.62953234,5258,15300,2664,3702,11621,11601
"41059",1771.82,63,-6.06529774,37.34331877,39.00356271,10010,30956,4505,6824,22237,23234
"41060",37824.6528,140,-5.41641222,37.33366244,40.95048499,4095,12697,2899,2801,9846,9845
"41061",2482.212,203,-4.96269072,37.37115941,42.06604128,450,1783,432,302,1366,1299
"41062",4934.03,404,-4.96082158,37.10715123,42.11240876,491,1833,416,320,1416,1324
"41063",4275.79,77,-5.71962007,37.15558787,39.21794501,746,2295,414,506,1757,1698
"41064",11671.135,269,-5.57079248,36.99536489,40.83938923,1444,4587,1042,960,3545,3528
"41065",43193.16,293,-5.44898927,37.12022462,42.88546366,5076,18268,4586,3322,13813,14117
"41066",6335.4807,431,-5.46503688,37.93337755,45.13554029,265,1015,321,166,792,809
"41067",4553.4516,170,-6.15621373,37.4183665,39.51910422,2057,6255,1110,1314,4734,4688
"41068",59237.51,322,-5.10120623,37.23757134,41.25531435,3584,11512,2639,2336,8824,8911
"41069",10946.72,8,-5.9277983,37.15743949,38.67996653,8656,25171,4419,5730,19266,18980
"41070",1311.43,31,-6.05681494,37.3227078,37.07590877,2173,5540,705,1551,4234,4184
"41071",10937.4,122,-5.49618766,37.28989484,43.0787231,1317,4382,1224,892,3458,3465
"41072",6063.7901,457,-4.89550627,37.22335024,40.50056518,1081,3473,754,710,2609,2699
"41073",31412.62,413,-5.76365409,37.84258191,45.00291971,328,1371,356,195,1010,1045
"41074",8289.1914,51,-5.34723844,37.70741419,43.06684783,656,2415,609,445,1847,1833
"41075",4593.8699,66,-6.30277734,37.30120943,39.4211467,3027,9160,1801,2029,7052,6936
"41076",10063.8628,546,-5.22174386,36.97277038,43.9689255,456,1718,497,278,1364,1307
"41077",18980.7955,172,-5.30648646,37.22272096,41.29392654,2261,7093,1727,1498,5527,5554
"41078",15422.7499,231,-5.38773209,37.77879083,44.67584399,527,1917,607,347,1508,1543
"41079",37473.29,26,-6.06098644,37.26894589,40.30594259,2449,7984,1481,1679,5900,6014
"41080",15734.9011,459,-6.15594208,37.95068934,44.07777778,262,977,291,170,754,776
"41081",13902.19,13,-5.97908069,37.48806452,38.89191163,8537,25807,3995,5686,19025,19314
"41082",7668.2141,405,-4.7797279,37.19940589,42.2380173,780,2832,665,511,2117,2160
"41083",7652.07,334,-6.17850596,37.7251992,45.57016248,222,866,266,155,685,669
"41084",2079.8243,208,-4.99016115,37.35563187,44.02921608,559,2278,620,349,1689,1768
"41085",5755.28,152,-6.11166812,37.41866404,38.93162393,1254,3635,610,867,2660,2839
"41086",410.9505,44,-6.02715361,37.36584669,41.24140181,4353,13869,3236,3154,10359,11099
"41087",13552.21,141,-6.20123512,37.38407444,39.77192078,2948,8980,1655,1956,6718,6865
"41088",4493.3903,586,-5.653522,37.99365607,46.22259696,82,414,97,45,304,289
"41089",839.7,15,-6.03627975,37.43302379,39.95808171,1836,5585,1024,1284,4178,4267
"41090",9219.7151,532,-5.09744762,37.07107032,43.79489559,739,2779,792,463,2134,2176
"41091",14129.19,11,-5.99251368,37.38620512,43.23119689,124289,449068,116077,83081,327162,362272
"41092",1561.84,25,-5.73448545,37.61059891,41.68247722,1817,6454,1385,1246,4786,4870
"41093",523.38,74,-6.04697812,37.37503003,38.50163725,6064,16488,2490,4112,12375,12667
